time_ms,ax_raw_mps2,ay_raw_mps2,az_raw_mps2,ax_kf_mps2,ay_kf_mps2,az_kf_mps2,vx_2state_kf_lightlpf_mps,vy_2state_kf_lightlpf_mps,vz_2state_kf_lightlpf_mps,v_mag
363902.000000,-0.080000,0.080000,0.010000,0.000000,0.000000,0.000000,0.000049,-0.000113,0.000019,0.000125
363918.000000,-0.100000,0.100000,0.010000,0.000000,0.000000,0.000000,-0.000024,-0.000117,0.000046,0.000129
363930.000000,-0.080000,0.110000,0.010000,0.000000,0.000000,0.000000,0.000002,-0.000072,0.000058,0.000093
363947.000000,-0.090000,0.120000,-0.010000,0.000000,0.000000,0.000000,-0.000009,0.000005,-0.000015,0.000018
365265.000000,-0.100000,0.090000,0.000000,0.000000,0.000000,0.000000,-0.000055,-0.000066,-0.000023,0.000089
365279.000000,-0.100000,0.090000,0.000000,0.000000,0.000000,0.000000,-0.000085,-0.000120,-0.000021,0.000148
365293.000000,-0.110000,0.100000,0.000000,0.000000,0.000000,0.000000,-0.000137,-0.000111,-0.000019,0.000177
365309.000000,-0.100000,0.140000,0.010000,0.000000,0.000000,0.000000,-0.000126,0.000056,0.000021,0.000140
365323.000000,-0.100000,0.140000,0.000000,0.000000,0.000000,0.000000,-0.000116,0.000157,0.000008,0.000195
365339.000000,-0.090000,0.140000,0.010000,0.000000,0.000000,0.000000,-0.000069,0.000207,0.000033,0.000221
365351.000000,-0.100000,0.130000,0.000000,0.000000,0.000000,0.000000,-0.000078,0.000194,0.000015,0.000210
365369.000000,-0.090000,0.130000,0.000000,0.000000,0.000000,0.000000,-0.000048,0.000167,-0.000003,0.000174
365383.000000,-0.100000,0.140000,0.000000,0.000000,0.000000,0.000000,-0.000067,0.000194,-0.000011,0.000205
365399.000000,-0.100000,0.130000,0.000000,0.000000,0.000000,0.000000,-0.000082,0.000174,-0.000014,0.000193
365413.000000,-0.100000,0.100000,0.020000,0.000000,0.000000,0.000000,-0.000090,0.000050,0.000057,0.000118
365429.000000,-0.070000,0.120000,0.010000,0.000000,0.000000,0.000000,0.000022,0.000040,0.000068,0.000083
365443.000000,-0.090000,0.140000,-0.020000,0.000000,0.000000,0.000000,0.000018,0.000122,-0.000042,0.000130
365458.000000,-0.090000,0.130000,0.000000,0.000000,0.000000,0.000000,0.000004,0.000140,-0.000044,0.000147
365470.000000,-0.090000,0.120000,0.010000,0.000000,0.000000,0.000000,-0.000004,0.000109,0.000001,0.000109
365486.000000,-0.080000,0.140000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000156,-0.000001,0.000159
365498.000000,-0.090000,0.150000,0.000000,0.000000,0.058558,0.000000,0.000016,0.000223,-0.000008,0.000224
365510.000000,-0.100000,0.130000,0.000000,0.000000,0.035698,0.000000,-0.000034,0.000201,-0.000014,0.000204
365524.000000,-0.080000,0.130000,0.020000,0.000000,0.021762,0.000000,0.000007,0.000168,0.000059,0.000179
365538.000000,-0.090000,0.140000,0.000000,0.000000,0.013266,0.000000,0.000003,0.000184,0.000033,0.000187
365578.000000,-0.090000,0.130000,0.000000,0.000000,0.008087,0.000000,-0.000004,0.000088,-0.000001,0.000088
365590.000000,-0.100000,0.150000,0.000000,0.000000,0.063488,0.000000,-0.000039,0.000165,-0.000009,0.000170
365606.000000,-0.080000,0.120000,-0.010000,0.000000,0.038703,0.000000,0.000006,0.000118,-0.000053,0.000130
