time_ms,ax_raw_mps2,ay_raw_mps2,az_raw_mps2,ax_kf_mps2,ay_kf_mps2,az_kf_mps2,vx_2state_kf_lightlpf_mps,vy_2state_kf_lightlpf_mps,vz_2state_kf_lightlpf_mps,v_mag
340588.000000,-0.090000,0.020000,-0.010000,0.000000,0.000000,0.000000,0.000054,0.000000,0.000037,0.000066
340602.000000,-0.080000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000076,0.000033,0.000033,0.000089
340619.000000,-0.100000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000014,0.000050,0.000034,0.000062
340633.000000,-0.090000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000012,-0.000015,0.000035,0.000040
340649.000000,-0.110000,0.010000,0.000000,0.000000,0.000000,0.000000,-0.000059,-0.000024,0.000035,0.000073
340664.000000,-0.100000,0.020000,0.010000,0.000000,0.000000,0.000000,-0.000066,0.000014,0.000072,0.000098
340680.000000,-0.070000,0.030000,0.000000,0.000000,0.000000,0.000000,0.000051,0.000078,0.000057,0.000109
340697.000000,-0.080000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000086,0.000074,0.000043,0.000121
340711.000000,-0.110000,0.010000,-0.030000,0.000000,0.000000,0.000000,-0.000011,0.000031,-0.000072,0.000079
340728.000000,-0.100000,0.010000,0.000000,0.000000,0.000000,0.000000,-0.000045,0.000000,-0.000035,0.000057
340742.000000,-0.080000,0.000000,0.010000,0.000000,0.000000,0.000000,0.000018,-0.000049,0.000035,0.000063
340759.000000,-0.100000,0.020000,0.000000,0.000000,0.000000,0.000000,-0.000011,-0.000003,0.000041,0.000043
340774.000000,-0.100000,0.010000,-0.010000,0.000000,0.000000,0.000000,-0.000035,-0.000007,0.000001,0.000036
340789.000000,-0.090000,0.030000,0.000000,0.000000,0.000000,0.000000,-0.000011,0.000060,0.000011,0.000062
340803.000000,-0.100000,0.000000,-0.040000,0.000000,0.000000,0.000000,-0.000030,-0.000006,-0.000126,0.000129
340819.000000,-0.090000,0.010000,0.000000,0.000000,0.000000,0.000000,-0.000007,-0.000022,-0.000066,0.000070
340833.000000,-0.110000,0.020000,-0.030000,0.000000,0.000000,0.000000,-0.000063,0.000013,-0.000125,0.000141
340849.000000,-0.080000,0.020000,-0.010000,0.000000,0.000000,0.000000,0.000010,0.000038,-0.000093,0.000101
340861.000000,-0.100000,0.030000,0.000000,0.000000,0.000000,0.000000,-0.000011,0.000084,-0.000035,0.000092
340877.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000035,0.000001,0.000008,0.000036
340891.000000,-0.110000,0.020000,-0.020000,0.000000,0.000000,0.000000,-0.000083,0.000018,-0.000046,0.000097
340908.000000,-0.090000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000035,-0.000039,-0.000011,0.000053
340922.000000,-0.100000,0.000000,-0.020000,0.000000,0.000000,0.000000,-0.000039,-0.000074,-0.000057,0.000101
340936.000000,-0.110000,0.020000,0.020000,0.000000,0.000000,0.000000,-0.000083,-0.000019,0.000056,0.000102
340950.000000,-0.100000,0.030000,-0.010000,0.000000,0.000000,0.000000,-0.000075,0.000059,0.000026,0.000098
340967.000000,-0.110000,0.030000,0.020000,0.000000,0.000000,0.000000,-0.000098,0.000104,0.000105,0.000177
340981.000000,-0.100000,0.030000,0.000000,0.000000,0.000000,0.000000,-0.000078,0.000123,0.000083,0.000168
340998.000000,-0.120000,0.000000,0.010000,0.000000,0.000000,0.000000,-0.000135,0.000014,0.000096,0.000166
341012.000000,-0.110000,0.060000,0.050000,0.000000,0.000000,0.000000,-0.000136,0.000167,0.000252,0.000331
341029.000000,-0.110000,0.030000,0.110000,0.000000,0.000000,0.000000,-0.000127,0.000165,0.000580,0.000616
341043.000000,-0.060000,0.000000,-0.110000,0.000000,0.000000,0.000000,0.000058,0.000040,-0.000035,0.000079
341059.000000,-0.110000,0.030000,0.040000,0.000000,0.000000,0.000000,-0.000004,0.000066,0.000070,0.000097
341073.000000,-0.110000,0.000000,0.050000,0.000000,0.000000,0.000000,-0.000062,-0.000014,0.000240,0.000249
341089.000000,-0.130000,0.000000,0.010000,0.000000,0.000000,0.000000,-0.000171,-0.000071,0.000191,0.000266
341103.000000,-0.110000,0.020000,-0.010000,0.000000,0.000000,0.000000,-0.000158,-0.000025,0.000070,0.000175
341119.000000,-0.090000,0.000000,-0.040000,0.000000,0.000000,0.000000,-0.000059,-0.000062,-0.000124,0.000151
341133.000000,-0.100000,0.030000,-0.010000,0.000000,0.000000,0.000000,-0.000037,0.000020,-0.000120,0.000127
341149.000000,-0.100000,0.000000,-0.010000,0.000000,0.000000,0.000000,-0.000031,-0.000034,-0.000095,0.000105
341163.000000,-0.090000,0.020000,-0.030000,0.000000,0.000000,0.000000,0.000007,-0.000003,-0.000153,0.000154
341182.000000,-0.080000,0.020000,-0.010000,0.000000,0.000000,0.000000,0.000070,0.000025,-0.000110,0.000133
341200.000000,-0.100000,0.030000,-0.020000,0.000000,0.000000,0.000000,0.000026,0.000074,-0.000116,0.000140
341332.000000,-0.100000,0.030000,0.030000,0.000000,0.000000,0.000000,-0.000001,0.000101,0.000042,0.000110
341371.000000,-0.110000,0.010000,0.000000,0.000000,0.000000,0.000000,-0.000043,0.000016,0.000035,0.000058
341383.000000,-0.100000,0.030000,0.040000,0.000000,0.000000,0.000000,-0.000042,0.000056,0.000158,0.000173
341397.000000,-0.100000,0.030000,-0.030000,0.000000,0.000000,0.000000,-0.000038,0.000096,0.000007,0.000103
341411.000000,-0.090000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000003,0.000077,-0.000005,0.000077
341428.000000,-0.080000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000069,-0.000020,0.000081,0.000109
